Authors,Author full names,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Abstract,Document Type,Publication Stage,Open Access,Source,EID
,"; Shefchenko, Oleksander Ivanovich (60085606000)",60085534100; 60085606000,Rational design and translational advancement of phospholipid-based nanocarriers for targeted cancer therapy,2025,Bioorganic and Medicinal Chemistry Letters,129,,130396,,,0,0,10.1016/j.bmcl.2025.130396,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105015041682&doi=10.1016%2Fj.bmcl.2025.130396&partnerID=40&md5=c3cadd7fa7e93f50d84a9966699044b9,"Phospholipid-derived nanocarriers represent a versatile and chemically customizable class of drug delivery systems that self-assemble into bilayered vesicles due to their intrinsic amphiphilicity. These systems can encapsulate both hydrophilic and hydrophobic drugs through non-covalent interactions and manipulation of lipid phase behavior. This review examines the molecular and supramolecular principles underlying the formation, stability, and functional performance of key phospholipid-based nanocarriers—including liposomes, transferosomes, ethosomes, invasomes, phytosomes, pharmacosomes, and virosomes. We analyze critical structural parameters such as bilayer packing, surface charge, curvature elasticity, and membrane permeability, emphasizing their impact on drug loading efficiency, controlled release, and bioavailability. Advanced multilamellar systems such as vesosomes and spongosomes are also highlighted for their promise in achieving site-specific, sustained drug delivery. Key fabrication methods—including thin-film hydration, ethanol injection, freeze–thaw cycles, and microfluidics—are discussed alongside analytical techniques such as dynamic light scattering (DLS), differential scanning calorimetry (DSC), Fourier-transform infrared spectroscopy (FTIR), and cryo-transmission electron microscopy (cryo-TEM). The review further explores the translational landscape, with a focus on clinically approved liposomal formulations, patent developments, and emerging clinical trials involving stimuli-responsive systems. Persistent challenges such as colloidal stability, tumor penetration, immune system interactions, and scalable manufacturing are critically assessed. Altogether, this review offers a chemistry-focused framework for the rational design and clinical translation of phospholipid nanocarriers in cancer drug delivery. © 2025 Elsevier B.V., All rights reserved.",Review,Final,,Scopus,2-s2.0-105015041682
"J., Orzeł, Joanna; M., Herian, Monika; P., Świt, Paweł","Orzeł, Joanna (55903806400); Herian, Monika (57208399970); Świt, Paweł (57193447668)",55903806400; 57208399970; 57193447668,Neurotransmitter analysis using liquid chromatography-electrochemical detection in the 21st century: Critical review from an analytical chemistry perspective,2025,Journal of Pharmaceutical and Biomedical Analysis,266,,117120,,,0,0,10.1016/j.jpba.2025.117120,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105013839891&doi=10.1016%2Fj.jpba.2025.117120&partnerID=40&md5=d948141530fca4252703bc4c032bb37b,"Neurotransmitter research (detection, identification, determination) plays a special role in neuroscience, neurochemical research, and biomedical analyses. Their type or quantity allows for a better understanding of brain function, diagnosis of neurological diseases, monitoring the effects of neuroactive substances, assessing treatment effectiveness, or conducting scientific research. For these reasons, it is essential to use analytical methods suitable to detect neurotransmitters at low levels, most often in biological samples with a complex matrix (e.g., tissue homogenates, cerebrospinal fluid). This review article focuses on the use of high-performance liquid chromatography with electrochemical detection for the detection and determination of neurotransmitters as an alternative technique to mass spectrometry, capillary electrophoresis, electrochemical methods, or biosensors. The achievements made in the 21st century are presented with particular emphasis on the point of view of analytical chemistry (highly sensitive, precise, versatile applications, low‑cost/economy, multi-analyte). The article presents and discusses the description of chromatographic methods, analytical procedure validation, and the most important validation parameters, categorized into three groups: monoamines and their metabolites, amino acids, and acetylcholine with choline. Additionally, the scope and purpose of the research conducted in the area of neurotransmitter determination, the description of the tested biological samples, the method of their preparation, and the extraction procedure are presented. A novelty is the use of a generalized evaluation of chromatographic methods using tools such as RGB Additive Color Model for Analytical Method Evaluation, and Blue applicability grade index for the evaluation of method practicality. The motivation for using this technique and future perspectives are briefly discussed. © 2025 Elsevier B.V., All rights reserved.",Review,Final,,Scopus,2-s2.0-105013839891
"M.K., Dimick, Mikaela K.; B.I., Goldstein, Benjamin I.; J., He, Jianping; K.R., Merikangas, Kathleen Ries","Dimick, Mikaela K. (57211964675); Goldstein, Benjamin I. (7402431430); He, Jianping (55714890400); Merikangas, Kathleen Ries (7005203058)",57211964675; 7402431430; 55714890400; 7005203058,Suicidal thoughts and behaviors in adolescents with mood disorders: Insights from a nationally representative sample,2025,Journal of Affective Disorders,391,,119882,,,0,0,10.1016/j.jad.2025.119882,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105011529213&doi=10.1016%2Fj.jad.2025.119882&partnerID=40&md5=d5fc5639c3abfa08fe0b993524781c4b,"Background: Suicide is a leading cause of death in adolescents, and major mood disorders confer a greatly increased risk. Few population-based studies have investigated the distinct and overlapping clinical correlates of suicidality in adolescents with bipolar disorder (BD) and major depressive disorder (MDD). Understanding these correlates may inform targeted prevention and intervention strategies. This study aims to examine the clinical correlates of suicidal thoughts and behaviors (STBs) in a nationally representative sample of adolescents with and without mood disorders. Methods: Data from the National Comorbidity Survey – Adolescent Supplement (NCS-A; 2001–2004) was examined to compare the prevalence and clinical correlates of suicidal ideation/plan and suicide attempts between adolescents with BD, MDD, and those without mood disorders. Participants, ages 13–18 years, were interviewed using a modified version of the Composite International Diagnostic Interview to confirm diagnoses for BD (n = 295), MDD (n = 1112) or controls without mood disorders (n = 8716). Results: Lifetime prevalence of suicide attempts in adolescents with BD (14.9 %) and MDD (17.2 %) was higher than in controls (1.4 %). Similarly, suicidal plans/ideation were more prevalent among adolescents with BD (20.4 %) and MDD (22.8 %) than controls (6.5 %). STBs were associated with longer duration of depressive episodes, antidepressant use, mental health treatment, and experiences of physical/sexual abuse in both MDD and BD groups. Conclusions: STBs are associated with multiple shared clinical correlates alongside diagnosis-specific correlates. These findings highlight the significance of depression burden and reward-related behaviors (smoking, SUD, eating disorders) as risk indicators, which could guide the development of targeted prevention and treatment strategies. © 2025 Elsevier B.V., All rights reserved.",Article,Final,,Scopus,2-s2.0-105011529213
"S., Guan, Sihai; H., Wei, Honglang; C., Meng, Chun; B.B., Biswal, Bharat B.","Guan, Sihai (57020847100); Wei, Honglang (60007976700); Meng, Chun (55049325000); Biswal, Bharat B. (7005313518)",57020847100; 60007976700; 55049325000; 7005313518,Multifractal-dynamic reliability of white matter in rs-fMRI and relationships to gray matter,2025,Journal of Affective Disorders,391,,119932,,,0,0,10.1016/j.jad.2025.119932,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105011282042&doi=10.1016%2Fj.jad.2025.119932&partnerID=40&md5=920a5010c488708c623f30e06ee60f1a,"Recent studies have demonstrated the reliable detection and analysis of white matter (WM) using the resting-state functional magnetic resonance imaging (rs-fMRI) signal. This paper studies the multifractal spontaneous in WM based on the HCP test-retest datasets. Precisely: (1) multifractal in the WM; (2) the source of multifractal; (3) difference and similarity between the multifractal of WM and gray matter (GM). Results showed that WM appears to be multifractal and significantly different from GM, but the variability of brain regions in WM was smaller than that in GM. For example, in WM, (‘Fornix’, ‘Inferior cerebellar peduncle L’, ‘Superior cerebellar peduncle R’, ‘Posterior corona radiata R’, and ‘Uncinate fasciculus L’) had higher multifractal scores than other regions; but in GM, the degree of multifractal in the parietal lobe, occipital lobe, and parietal lobe was higher than that of different regions. Besides, the source of multifractality is primarily composed of heavy-tailed probability distributions and long-range dependence, particularly heavy-tailed probability distributions. In addition, the ICC of multifractal in GM or WM increases with the increase of sample points, but the growth trend decreases. The ICC of multifractal in GM or WM decreased with the rise of the subject numbers, but when this number was >36, the ICC did not significantly change. Besides, the ICC value of multifractal in GM and WM did not change significantly with the change of smooth size between 4 mm, 6 mm, and 8 mm full-width half-maximum. The results provide a reference for understanding the spontaneous neuronal fluctuations in WM. © 2025 Elsevier B.V., All rights reserved.",Article,Final,,Scopus,2-s2.0-105011282042
"H., Zhang, Haopeng; S., Khan, Saad; L., Zhang, Li; H., Li, Hui; A., Khair, Abul; H., Wang, Haopeng; J., Pan, Jie; Q., Du, Qunle; M.H., Ncube, Mthokozisi Hillary","Zhang, Haopeng (57223176600); Khan, Saad (59121383800); Zhang, Li (59954223700); Li, Hui (57213977248); Khair, Abul (59537022200); Wang, Haopeng (56263985800); Pan, Jie (59525253000); Du, Qunle (59776115700); Ncube, Mthokozisi Hillary (59122655200)",57223176600; 59121383800; 59954223700; 57213977248; 59537022200; 56263985800; 59525253000; 59776115700; 59122655200,The effect of wax structures and chemical activated scrap rubber on performance of warm rubberized bitumen: insights from model wax compounds,2025,Fuel,402,,136034,,,0,0,10.1016/j.fuel.2025.136034,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105008571664&doi=10.1016%2Fj.fuel.2025.136034&partnerID=40&md5=992bafc48b5101cd17d867e87ffada4d,"Warm rubberized bitumen (WRB) has potential applications in sustainable asphalt pavements. This paper investigates the influence of chemical structures of wax-based additives on the rheological performance of crumb rubber modified bitumen (CRMB), with the goal of enhancing the understanding of how chemical activation of crumb rubber (CR) affects the performance of WRB at wide temperatures. The results show that CR improves the high-temperature rutting resistance and intermediate-temperature fatigue resistance of bitumen, while chemical activation has the opposite effect on rutting resistance and nearly has no effect on fatigue life. Wax-based additives with long carbon chains improve the high-temperature rutting resistance but deteriorate the fatigue life of inactivated and activated CRMB. The addition of inactivated and activated CR reduces the physical hardening degree of bitumen, and CR after chemical activation has a more significant influence. Nevertheless, waxes are the main contributors to the physical hardening of CRMB. Moreover, the strain sweep test at 5 °C shows potential to characterize low-temperature cracking resistance, and the increased internal stresses in CRMB and WRB caused by isothermal hardening can elevate the cracking risks of asphalt pavement at low temperatures. Overall, this investigation provides valuable insights into the mechanism of the effect of wax structures and grafting-activated recycled rubber on the performance of WRB, which offer guidance for the development of environmentally friendly WRB materials. © 2025 Elsevier B.V., All rights reserved.",Article,Final,,Scopus,2-s2.0-105008571664
"K., Beton-Mysur, Karolina; B., Brozek-Pluska, Beata","Beton-Mysur, Karolina (59909138500); Brozek-Pluska, Beata (8399785900)",59909138500; 8399785900,Exploring the Impact of Citalopram on Human Colon Cells: Insights into Antidepressant Action Beyond the Brain,2025,Spectrochimica Acta - Part A: Molecular and Biomolecular Spectroscopy,343,,126464,,,0,0,10.1016/j.saa.2025.126464,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105007012998&doi=10.1016%2Fj.saa.2025.126464&partnerID=40&md5=1b09a3179e114ba4fe4e62b929cdd69a,"Depression is a common comorbidity among cancer patients, including those with colorectal cancer (CRC), often requiring the use of antidepressants such as citalopram, a selective serotonin reuptake inhibitor (SSRI). While citalopram is primarily prescribed for its central nervous system effects, its absorption through the gastrointestinal system raises questions about its direct impact on intestinal cells. This study investigates the dual effects of citalopram on healthy and cancerous colorectal cells to elucidate its potential role beyond mood regulation. Using Raman spectroscopy and imaging combined with statistical analysis, we evaluated the biochemical and structural changes induced by citalopram in normal and CRC human cells. Raman imaging with selective filters for specific chemical compound groups was used to assess the spatial distribution of lipids (1400–1488 cm−1), proteins (1640–1670 cm−1), and their combined signal (2834–2874 cm−1). The obtained images enabled the identification of biochemical composition changes resulting from incubation time with the citalopram factor. An increase in the Raman band intensity ratio I<inf>1444</inf>/I<inf>1660</inf>, I<inf>1055</inf>/I<inf>1444</inf>, I<inf>1584</inf>/I<inf>1004</inf>, I<inf>1660</inf>/I<inf>1256</inf>, I<inf>2854</inf>/I<inf>2930</inf> and reduced I<inf>1243</inf>/I<inf>1263</inf>, was observed, indicating enlarged lipid accumulation, protein promotion, deactivation and inhibition of autophagy or apoptotic pathways, improvements in free cholesterol levels, minor changes in nucleic acid composition, increased content of polyunsaturated fatty acids and diminished lipid peroxidation under the influence of citalopram. Obtained results indicate that citalopram affects cellular homeostasis in a way that may weaken cancer cell proliferation. © 2025 Elsevier B.V., All rights reserved.",Article,Final,,Scopus,2-s2.0-105007012998
"S., Yongkun, Su; S., Hong, Sun; L., Miao, Liu; Y., Hua, Yang; L., Qingsong, Li","Yongkun, Su (59676448200); Hong, Sun (58290206900); Miao, Liu (58291167700); Hua, Yang (59676824900); Qingsong, Li (55875284300)",59676448200; 58290206900; 58291167700; 59676824900; 55875284300,Development of novel antioxidants and antioxidant combination carried by nano-hydrogel systems in treatment of intervertebral disc degeneration,2025,Chinese Journal of Tissue Engineering Research,29,34,,7376,7384,0,0,10.12307/2025.477,https://www.scopus.com/inward/record.uri?eid=2-s2.0-86000671098&doi=10.12307%2F2025.477&partnerID=40&md5=b390238930d6ef5b8a00981147fbfa40,"BACKGROUND: Antioxidants can alleviate cellular damage and matrix degradation caused by oxidative stress, protect the structure and function of intervertebral discs, and thus delay the occurrence and development of intervertebral disc degeneration. OBJECTIVE: To review the research status of antioxidants in the treatment of intervertebral disc degeneration. METHODS: The first author searched the articles included in CNKI and PubMed databases. The literature search time was from inception to June 2024. Chinese search terms were “intervertebral disc degeneration, antioxidants, oxidative stress, signaling pathways.” English search terms were “antioxidants, oxidative stresses, oxidative DNA damage, intervertebral disc degenerations, degenerative disc disease*, disc degeneration*, signal pathway.” Finally, 92 articles that met the criteria were selected for review. RESULTS AND CONCLUSION: (1) Antioxidants have multiple roles in the treatment of intervertebral disc degeneration, including reducing oxidative stress, inhibiting inflammatory responses, promoting autophagy, inhibiting apoptosis, and protecting the extracellular matrix. Through the combined effect of multiple pathways, antioxidants are expected to become an important means in the treatment of intervertebral disc degeneration. (2) The nano-hydrogel system can quickly and stably target the delivery of antioxidants to the inside of the intervertebral disc and improve the bioavailability of antioxidants. Therefore, the development of new antioxidants and antioxidant combination treatment strategies carried by nano-hydrogel systems will be the focus of future research. © 2025 Elsevier B.V., All rights reserved.",Review,Final,,Scopus,2-s2.0-86000671098
"Z., Xiaoyu, Zhang; W., Shanwen, Wei; F., Jiawei, Fang; N., Li, Ni","Xiaoyu, Zhang (57163286500); Shanwen, Wei (57218951155); Jiawei, Fang (59676448100); Li, Ni (57615544900)",57163286500; 57218951155; 59676448100; 57615544900,Prussian blue nanoparticles restore mitochondrial function in nucleus pulposus cells through antioxidation,2025,Chinese Journal of Tissue Engineering Research,29,34,,7318,7325,0,0,10.12307/2025.895,https://www.scopus.com/inward/record.uri?eid=2-s2.0-86000569181&doi=10.12307%2F2025.895&partnerID=40&md5=cd61d62fed733265e031ebcd15368e03,"BACKGROUND: Restoring the normal level of reactive oxygen species and mitochondrial function of nucleus pulposus cells and inhibiting apoptosis of nucleus pulposus cells are key targets for delaying intervertebral disc degeneration. Prussian blue nanoparticles have peroxidase-like activity, which can effectively remove reactive oxygen species in the pathological microenvironment and protect nucleus pulposus cells from oxidative stress damage. OBJECTIVE: To investigate the biological functions and mechanisms of Prussian blue nanoparticles in delaying nucleus pulposus degeneration in rats. METHODS: Prussian blue nanoparticles were prepared by hydrothermal method, and their micromorphology and particle size were characterized. Prussian blue nanoparticles with different mass concentrations (20, 40, 60, 80, and 100 µg/mL) were used to intervene in the caudal nucleus pulposus cells of passage 2 SD rats. Cell proliferation was detected by CCK-8 assay after 24 hours. 60 µg/mL Prussian blue nanoparticles were used to intervene in the caudal nucleus pulposus cells of passage 2 SD rats. The viability of nucleus pulposus cells was observed by live-dead staining after 1 and 3 days. Passage 2 SD rat caudal vertebrae nucleus pulposus cells were obtained and observed for cell adhesion before being divided into three intervention groups. The control group did not receive any intervention. The lipopolysaccharide group was added with lipopolysaccharide. The lipopolysaccharide + Prussian blue nanoparticle group was added with lipopolysaccharide and 60 µg/mL Prussian blue nanoparticles. Reactive oxygen species, mitochondrial superoxide, and mitochondrial membrane potential were detected 24 hours after intervention. RT-qPCR detection and Alcian blue staining were performed 48 hours after intervention. RESULTS AND CONCLUSION: (1) Under transmission electron microscopy, Prussian blue nanoparticles were uniform nanocubes with an average particle size of 130 nm. (2) CCK-8 assay results showed that 20-60 µg/mL Prussian blue nanoparticles had no obvious cytotoxicity, and 60 µg/mL Prussian blue nanoparticles were selected for cell intervention in subsequent experiments. Live-dead staining results showed that 60 µg/mL Prussian blue nanoparticles had no effect on the viability of nucleus pulposus cells. (3) Compared with the control group, the levels of reactive oxygen species and mitochondrial superoxide in nucleus pulposus cells in the lipopolysaccharide group were increased (P < 0.01), the mitochondrial membrane potential was decreased (P < 0.01), the mRNA expressions of type II collagen and aggrecan were decreased (P < 0.01), the mRNA expressions of matrix metalloproteinase 13 and thrombospondin integrin metallopeptidase 5 were increased (P < 0.01), and the positive area of Alcian blue staining was reduced (P < 0.01). Compared with the lipopolysaccharide group, the levels of reactive oxygen species and mitochondrial superoxide in nucleus pulposus cells in the lipopolysaccharide + Prussian blue nanoparticle group were decreased (P < 0.01), mitochondrial membrane potential increased (P < 0.01), mRNA expression of type II collagen and aggrecan increased (P < 0.01), mRNA expression of matrix metalloproteinase 13 and thrombospondin integrin metallopeptidase 5 decreased (P < 0.01), and positive area of Alcian blue staining increased (P < 0.01). The results showed that Prussian blue nanoparticles delayed the degeneration of rat nucleus pulposus by reducing oxidative stress of nucleus pulposus cells, restoring mitochondrial function, and maintaining the balance of extracellular matrix synthesis and catabolism. © 2025 Elsevier B.V., All rights reserved.",Article,Final,,Scopus,2-s2.0-86000569181
"X., Yi, Xiaoding; D., Zhan, Di; H., Guo, Hong; L., Qing, Liang; T., Zhao, Tianyu","Yi, Xiaoding (59707840400); Zhan, Di (59708540200); Guo, Hong (57207928849); Qing, Liang (59708069500); Zhao, Tianyu (57220010822)",59707840400; 59708540200; 57207928849; 59708069500; 57220010822,Decellularized tendon scaffold: a biomedical material for tendon injury repair,2025,Chinese Journal of Tissue Engineering Research,29,34,,7385,7392,0,0,10.12307/2025.496,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105000989175&doi=10.12307%2F2025.496&partnerID=40&md5=f99e71387fdd34c676a8ad4b3e5368a6,"BACKGROUND: Due to the lack of blood supply to tendons and the low repair ability of tendon cells, the repair cycle of tendon tissue is long. With the maturity of decellularization technology, decellularized extracellular matrix is receiving increasing attention in the fields of tissue engineering and regenerative medicine. Due to its high activity, low immunogenicity, and ability to support cell attachment, proliferation, and differentiation, decellularized tendon scaffolds are expected to promote tendon repair. OBJECTIVE: To summarize the biological characteristics of decellularized tendon scaffolds, elucidate the mechanism by which decellularized tendon scaffolds promote tendon healing, and explain the application methods and future limitations of decellularized tendon scaffolds in combination with other materials. METHODS: Relevant literature was retrieved from China National Knowledge Infrastructure and PubMed databases using the Chinese search terms “tendon injury, tendon repair, tendon disease, decellularized tendon scaffold” and English search terms “tendon injury, tendon repair, tendinopathy, decellularized tendon scaffold, decellularized tendon scaffolds.” By reading and screening relevant literature, 77 articles were ultimately included for result analysis. RESULTS AND CONCLUSION: (1) Decellularization technology can be divided into physical treatment, chemical treatment, and biological procedures. (2) Decellularized tendon scaffolds, as a common biomedical material, have certain biocompatibility, biodegradability, and biomechanical properties, which provide a prerequisite and foundation for tendon injury repair. (3) Decellularized tendon scaffolds can alleviate the inflammatory response of tissues, promote the adhesion, proliferation, and differentiation of bone marrow mesenchymal stem cells/tendon derived stem cells, and maintain the biomechanical properties of tissues. (4) Decellularized tendon scaffolds can be used in combination with other materials, such as electrospinning, hydrogel, stem cell implantation, and 3D printing technology. (5) Future research can further investigate its pathogenic mechanism and improve tendon tissue repair by combining other biomaterials with decellularized tendon scaffold applications. © 2025 Elsevier B.V., All rights reserved.",Article,Final,,Scopus,2-s2.0-105000989175
"L., Luo, Lan; Q., Song, Qiang; Z., Dong, Ziyuan; S., Yi, Shuyuan; K., Wang, Kan; X., Zhuang, Xiaoli; L., Fu, Lin; X., Yang, Xiaofang; F., Hei, Feilong","Luo, Lan (60059318700); Song, Qiang (60059900200); Dong, Ziyuan (58573369700); Yi, Shuyuan (60059900300); Wang, Kan (60059781900); Zhuang, Xiaoli (58572768500); Fu, Lin (58573608100); Yang, Xiaofang (57191642958); Hei, Feilong (15831971600)",60059318700; 60059900200; 58573369700; 60059900300; 60059781900; 58572768500; 58573608100; 57191642958; 15831971600,Transient receptor potential vanilloid 4 in acute lung injury: from mechanistic insights to therapeutic strategies,2025,European Journal of Medicinal Chemistry,299,,118075,,,0,0,10.1016/j.ejmech.2025.118075,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105014014342&doi=10.1016%2Fj.ejmech.2025.118075&partnerID=40&md5=475c4b51cdf0fede620fb01ec128e6b2,[No abstract available],Review,Final,,Scopus,2-s2.0-105014014342
"K., Zhou, Kai; Q., Lu, Qinghua; J., Feng, Jie; P., Zhang, Peilei; H., Yan, Hua; H., Shi, Haichuan","Zhou, Kai (57414408100); Lu, Qinghua (24752309300); Feng, Jie (60002346100); Zhang, Peilei (55701736900); Yan, Hua (56525745500); Shi, Haichuan (56413556400)",57414408100; 24752309300; 60002346100; 55701736900; 56525745500; 56413556400,An investigation into the biocompatibility of mussel protein coating on biodegradable ZK60 magnesium alloy,2025,Colloids and Surfaces A: Physicochemical and Engineering Aspects,726,,138117,,,0,0,10.1016/j.colsurfa.2025.138117,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105013843116&doi=10.1016%2Fj.colsurfa.2025.138117&partnerID=40&md5=9bd4afcf326eb22c1c71ec7bb25d1217,"With the aging of the global population and the rising incidence of orthopedic diseases, the demand for orthopedic implants has increased significantly. Conventional metallic devices are hindered by the need for revision surgeries, stress-shielding effects, and long-term biocompatibility issues. Magnesium alloys with favorable mechanical compatibility and biodegradability have therefore emerged as promising alternatives, yet their biological activity and antibacterial efficacy remain insufficient. In this study, mussel-inspired protein coatings of varying concentrations were constructed on ZK60 magnesium alloy to systematically evaluate their biological performance. Results demonstrated that the coatings adhered robustly to the substrate and significantly increased surface hydrophilicity. Among them, the 0.5 mg mL⁻¹ coating exhibited markedly superior cell viability, alkaline phosphatase activity, osteogenesis-related gene expression, anti-inflammatory behavior, and hemocompatibility compared to the uncoated control. This coating achieved antibacterial rates of 83.72 %, 91.12 %, and 92.06 % against Escherichia coli, Staphylococcus aureus, and Candida albicans, respectively, while reducing the hemolysis rate to 1.43 %. The findings provide experimental evidence and technical guidance for the clinical translation of magnesium-based orthopedic implants, accelerating their application in bone defect repair. © 2025 Elsevier B.V., All rights reserved.",Article,Final,,Scopus,2-s2.0-105013843116
"Y., Li, Yufeng; X., Tong, Xinyang; Y., Li, Yiming; Y., Han, Yahui; P., Song, Ping; X., Gao, Xiaohui","Li, Yufeng (36727758100); Tong, Xinyang (59345543800); Li, Yiming (59345994400); Han, Yahui (59346180400); Song, Ping (60029617600); Gao, Xiaohui (57218996004)",36727758100; 59345543800; 59345994400; 59346180400; 60029617600; 57218996004,"Covalently-linked 2,4,6-triaminopyrimidine-modified graphene oxide-polyaniline hybrids for high-performance waterborne epoxy anticorrosive coatings",2025,Colloids and Surfaces A: Physicochemical and Engineering Aspects,726,,137949,,,0,0,10.1016/j.colsurfa.2025.137949,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105012606985&doi=10.1016%2Fj.colsurfa.2025.137949&partnerID=40&md5=5ac1916b53c543dc0eb2d4ee44639876,"To enhance the corrosion resistance of waterborne epoxy (WEP) coatings, a novel graphene-based nanocomposite filler was developed through covalent functionalization. Graphene oxide (GO) was chemically modified with 2,4,6-triaminopyrimidine (TAP) to improve its dispersibility and interfacial reactivity. Subsequently, polyaniline (PANI) was uniformly grafted onto the TAP-functionalized GO (TAPGO) via in-situ oxidative polymerization, forming a TAPGO-PANI nanostructure. Comprehensive characterizations, including FTIR, XRD, XPS, TEM, and SEM, confirmed the successful formation of TAPGO-PANI. The as-prepared TAPGO-PANI was incorporated into a WEP matrix, and the anticorrosion performance was evaluated by electrochemical impedance spectroscopy (EIS), potentiodynamic polarization, and salt spray tests. Among the tested formulations, the coating containing 2 wt% 0.10TAPGO-PANI filler applied on Q235 carbon steel exhibited the highest corrosion resistance, retaining a low-frequency impedance modulus (|Z|<inf>f=0.01 Hz</inf>) of 1.69 × 109 Ω·cm² after 30 days of immersion in 3.5 wt% NaCl solution. The enhanced performance was attributed to a tri-functional protection mechanism integrating molecular-scale barrier layers (GO), chemical inhibition (TAP), and electrochemical passivation (PANI). This work offers a viable strategy for designing multifunctional nanofillers for high-performance anticorrosive coatings. © 2025 Elsevier B.V., All rights reserved.",Article,Final,,Scopus,2-s2.0-105012606985
"S., Zhang, Shanshan; X., Zou, Xinfeng; X., Feng, Xiaona; S., Shi, Shuai; Y., Zheng, Yanyun; Q., Li, Qun; Y., Wu, Yanqun","Zhang, Shanshan (59681796200); Zou, Xinfeng (59682551900); Feng, Xiaona (59681281900); Shi, Shuai (59682295100); Zheng, Yanyun (59682039200); Li, Qun (59682552000); Wu, Yanqun (59681029900)",59681796200; 59682551900; 59681281900; 59682295100; 59682039200; 59682552000; 59681029900,Exosomes derived from hypoxic mesenchymal stem cell ameliorate premature ovarian insufficiency by reducing mitochondrial oxidative stress,2025,Scientific Reports,15,1,8235,,,0,2,10.1038/s41598-025-90879-3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-86000799185&doi=10.1038%2Fs41598-025-90879-3&partnerID=40&md5=e6f9fde03c70af469fec4159ecf0a27f,"Cyclophosphamide (CTX) exposure causes premature ovarian insufficiency (POI). The therapeutic potential of exosomes derived from human umbilical cord mesenchymal stem cells (hucMSCs) is not fully understood, especially regarding whether hypoxic preconditioning enhances their efficacy in POI. In this study, exosomes were isolated and identified from hucMSCs (hucMSCs-Exos) under hypoxic (HExos) and normoxic (NExos) conditions. Cyclophosphamide (CTX) was used to develop the POI rat model, and NExos or HExos was injected into the tail vein to investigate its therapeutic effect on POI. In addition, CTX-treated KGN cell lines were used to investigate the effects of NExos and HExos on cell proliferation, apoptosis, oxidative stress and mitochondrial membrane potential.The results indicated that hucMSCs-Exos transplantation substantially improved body weight, ovarian weight coefficient, estrous cycles, ovarian morphology, ovulation count, and sex hormone levels in POI rats. Further, HExos showed a higher level of therapeutic efficiency than NExos. In vitro experiments demonstrated that NExos and HExos may be phagocytosed by KGN cell line, decrease cell apoptosis, and enhance cell growth. After NExos or HExos transplantation, the reactive oxygen species level was reduced, mitochondrial membrane potential enhanced, and the levels of mitochondrial oxidative stress-associated factors returned to their basal level. Notably, the improvement of oxidative stress by NExos or HExos was blocked by the SIRT3 selective inhibitor 3-TYP. In conclusion, hypoxia-induced hucMSCs-Exos protected the ovarian reserve against CXT-induced ovarian damage by rectifying mitochondrial malfunction via the SIRT3/PGC1-α pathway, establishing a solid basis for developing specific ovarian protection therapies. © 2025 Elsevier B.V., All rights reserved.",Article,Final,All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access,Scopus,2-s2.0-86000799185
